CardId,CustomerId,HasCrCard,Card_Type,Point_Earned
5550,15567013,1,DIAMOND,408
5551,15777784,0,SILVER,225
5552,15800251,1,DIAMOND,485
5553,15651315,1,DIAMOND,902
5554,15651450,1,PLATINUM,981
5555,15784218,1,PLATINUM,630
5556,15572398,1,SILVER,253
5557,15707962,1,SILVER,313
5558,15705663,1,DIAMOND,956
5559,15645355,1,SILVER,439
5560,15729557,1,GOLD,328
5561,15631436,1,SILVER,258
5562,15583073,1,GOLD,503
5563,15614361,1,PLATINUM,828
5564,15724684,1,SILVER,914
5565,15700083,1,SILVER,423
5566,15636541,0,SILVER,574
5567,15796015,0,GOLD,922
5568,15787222,1,DIAMOND,917
5569,15594270,1,DIAMOND,991
5570,15701524,1,GOLD,716
5571,15645847,1,DIAMOND,529
5572,15708867,1,DIAMOND,888
5573,15613140,1,GOLD,244
5574,15628893,1,GOLD,479
5575,15764073,1,SILVER,916
5576,15782879,1,SILVER,409
5577,15635964,1,PLATINUM,842
5578,15726087,1,PLATINUM,938
5579,15726313,1,PLATINUM,878
5580,15578073,0,GOLD,467
5581,15786249,1,GOLD,788
5582,15812850,1,GOLD,408
5583,15596972,0,PLATINUM,796
5584,15620579,0,DIAMOND,941
5585,15768270,1,GOLD,297
5586,15656597,1,PLATINUM,622
5587,15699446,1,GOLD,402
5588,15615004,1,SILVER,427
5589,15704771,1,DIAMOND,864
5590,15588372,0,GOLD,267
5591,15681439,1,GOLD,490
5592,15607509,1,PLATINUM,234
5593,15670343,0,GOLD,600
5594,15597968,1,PLATINUM,488
5595,15658432,1,GOLD,618
5596,15616431,0,PLATINUM,381
5597,15796957,0,DIAMOND,601
5598,15815552,1,PLATINUM,569
5599,15631871,1,PLATINUM,336
5600,15635870,0,SILVER,546
5601,15596713,1,GOLD,568
5602,15684211,1,PLATINUM,890
5603,15760521,1,DIAMOND,971
5604,15608408,1,GOLD,493
5605,15804721,0,DIAMOND,538
5606,15730272,1,SILVER,520
5607,15741988,1,DIAMOND,931
5608,15771728,1,SILVER,532
5609,15605113,1,DIAMOND,938
5610,15661945,1,PLATINUM,998
5611,15783816,0,SILVER,777
5612,15721207,1,GOLD,431
5613,15764072,1,SILVER,299
5614,15689412,1,PLATINUM,747
5615,15798385,1,PLATINUM,669
5616,15775339,1,GOLD,617
5617,15585256,1,SILVER,387
5618,15797329,1,GOLD,560
5619,15780220,1,SILVER,894
5620,15648951,1,SILVER,681
5621,15752409,0,SILVER,741
5622,15807524,0,SILVER,592
5623,15766649,0,SILVER,757
5624,15696812,1,DIAMOND,378
5625,15581295,1,DIAMOND,323
5626,15663234,1,GOLD,727
5627,15741417,1,DIAMOND,839
5628,15695174,1,SILVER,810
5629,15665168,1,GOLD,923
5630,15601503,0,GOLD,849
5631,15706131,1,DIAMOND,748
5632,15782758,1,SILVER,651
5633,15591091,1,GOLD,354
5634,15715877,1,DIAMOND,544
5635,15756918,0,SILVER,844
5636,15746662,0,DIAMOND,376
5637,15626679,0,SILVER,812
5638,15793343,1,GOLD,278
5639,15576774,0,DIAMOND,606
5640,15801316,1,SILVER,380
5641,15800514,0,PLATINUM,355
5642,15662232,1,DIAMOND,960
5643,15737778,1,PLATINUM,480
5644,15782096,1,DIAMOND,906
5645,15783522,1,DIAMOND,503
5646,15785373,1,SILVER,758
5647,15756272,1,DIAMOND,416
5648,15615245,1,GOLD,863
5649,15600174,0,DIAMOND,694
5650,15752956,1,PLATINUM,274
5651,15644882,1,SILVER,789
5652,15766272,1,GOLD,312
5653,15800620,0,GOLD,728
5654,15569764,1,SILVER,410
5655,15747458,1,DIAMOND,865
5656,15573171,1,DIAMOND,703
5657,15736769,1,DIAMOND,769
5658,15763381,0,DIAMOND,333
5659,15814430,1,PLATINUM,717
5660,15638607,1,SILVER,325
5661,15737133,1,DIAMOND,269
5662,15613945,1,SILVER,893
5663,15659937,0,GOLD,566
5664,15765287,1,SILVER,834
5665,15661723,0,DIAMOND,915
5666,15766064,1,PLATINUM,242
5667,15649616,1,DIAMOND,359
5668,15719017,1,SILVER,923
5669,15720919,0,DIAMOND,967
5670,15706706,0,DIAMOND,231
5671,15709653,1,GOLD,418
5672,15805104,0,GOLD,538
5673,15622442,1,DIAMOND,775
5674,15572801,0,DIAMOND,883
5675,15767598,0,SILVER,463
5676,15757897,1,SILVER,392
5677,15568104,0,GOLD,240
5678,15763414,1,DIAMOND,748
5679,15732265,1,PLATINUM,864
5680,15621974,1,GOLD,544
5681,15803947,0,DIAMOND,878
5682,15720706,1,GOLD,574
5683,15759290,1,PLATINUM,367
5684,15651664,1,GOLD,613
5685,15795132,0,PLATINUM,906
5686,15811565,0,DIAMOND,555
5687,15713774,0,PLATINUM,896
5688,15691840,0,GOLD,421
5689,15682021,1,DIAMOND,485
5690,15612931,1,DIAMOND,761
5691,15676707,1,GOLD,456
5692,15601383,1,DIAMOND,790
5693,15662662,1,PLATINUM,546
5694,15752694,0,SILVER,567
5695,15590683,0,PLATINUM,223
5696,15773591,1,SILVER,890
5697,15723620,0,PLATINUM,321
5698,15671779,0,GOLD,709
5699,15672966,1,SILVER,614
5700,15624667,1,DIAMOND,353
5701,15812888,1,SILVER,408
5702,15724154,1,SILVER,583
5703,15749540,1,SILVER,377
5704,15621063,1,DIAMOND,608
5705,15661626,1,GOLD,854
5706,15698703,1,SILVER,307
5707,15801431,1,GOLD,672
5708,15649451,0,SILVER,746
5709,15626156,1,PLATINUM,947
5710,15606158,1,DIAMOND,631
5711,15589496,0,SILVER,899
5712,15730345,1,PLATINUM,757
5713,15572038,1,PLATINUM,959
5714,15643439,0,PLATINUM,677
5715,15604158,1,DIAMOND,565
5716,15657396,0,SILVER,315
5717,15709478,0,DIAMOND,299
5718,15628824,0,GOLD,661
5719,15814519,1,PLATINUM,472
5720,15636520,0,SILVER,890
5721,15794414,1,DIAMOND,322
5722,15643671,1,PLATINUM,594
5723,15700650,0,GOLD,628
5724,15680224,1,SILVER,257
5725,15784286,1,DIAMOND,310
5726,15693996,0,SILVER,401
5727,15764343,1,SILVER,984
5728,15704168,0,SILVER,785
5729,15680197,1,PLATINUM,629
5730,15633729,1,PLATINUM,488
5731,15577683,1,SILVER,281
5732,15800746,1,SILVER,624
5733,15788686,1,DIAMOND,879
5734,15742798,1,SILVER,502
5735,15596647,1,SILVER,569
5736,15756070,0,DIAMOND,762
5737,15775116,0,PLATINUM,557
5738,15575428,1,PLATINUM,348
5739,15654074,1,SILVER,978
5740,15695872,1,PLATINUM,567
5741,15568885,1,SILVER,663
5742,15725036,0,GOLD,503
5743,15632665,0,DIAMOND,748
5744,15571476,0,PLATINUM,537
5745,15776850,1,PLATINUM,608
5746,15623649,1,SILVER,601
5747,15751131,1,DIAMOND,648
5748,15688128,0,SILVER,522
5749,15678412,0,DIAMOND,653
5750,15770291,0,PLATINUM,807
5751,15583392,1,PLATINUM,965
5752,15690731,1,SILVER,323
5753,15697948,1,GOLD,784
5754,15608328,0,SILVER,873
5755,15766378,1,DIAMOND,696
5756,15600813,1,GOLD,404
5757,15706217,1,DIAMOND,554
5758,15601417,1,DIAMOND,300
5759,15610972,0,SILVER,356
5760,15674620,0,GOLD,720
5761,15785350,1,GOLD,517
5762,15749119,1,SILVER,681
5763,15756535,1,PLATINUM,336
5764,15700965,1,PLATINUM,480
5765,15791851,1,SILVER,691
5766,15717156,1,DIAMOND,605
5767,15740846,1,SILVER,280
5768,15573284,0,SILVER,451
5769,15729083,0,PLATINUM,945
5770,15611612,1,SILVER,392
5771,15694381,1,SILVER,678
5772,15651737,0,DIAMOND,525
5773,15663168,1,PLATINUM,487
5774,15643426,0,PLATINUM,961
5775,15618245,1,GOLD,401
5776,15717527,1,DIAMOND,468
5777,15793478,1,SILVER,246
5778,15642248,1,PLATINUM,923
5779,15640377,1,PLATINUM,606
5780,15723950,1,DIAMOND,455
5781,15590327,1,DIAMOND,820
5782,15706199,0,DIAMOND,498
5783,15671514,0,PLATINUM,565
5784,15727041,1,GOLD,666
5785,15738063,1,PLATINUM,821
5786,15711733,0,DIAMOND,933
5787,15652320,0,GOLD,394
5788,15634180,1,GOLD,309
5789,15694566,0,DIAMOND,600
5790,15726103,1,GOLD,908
5791,15646351,1,SILVER,766
5792,15730044,0,PLATINUM,883
5793,15795186,1,PLATINUM,814
5794,15784890,1,GOLD,490
5795,15694125,1,GOLD,860
5796,15565891,1,GOLD,958
5797,15674254,1,PLATINUM,957
5798,15775206,0,DIAMOND,388
5799,15797627,0,PLATINUM,304
5800,15649853,1,GOLD,375
5801,15610379,1,DIAMOND,259
5802,15659800,0,SILVER,290
5803,15716236,1,GOLD,234
5804,15672053,0,SILVER,708
5805,15663933,1,GOLD,240
5806,15814236,1,PLATINUM,942
5807,15583597,1,SILVER,962
5808,15607395,1,SILVER,362
5809,15694556,1,SILVER,969
5810,15744109,1,GOLD,818
5811,15800688,0,GOLD,621
5812,15810878,0,GOLD,524
5813,15587835,0,GOLD,264
5814,15763515,1,DIAMOND,444
5815,15725882,1,SILVER,299
5816,15788022,0,PLATINUM,458
5817,15663917,0,DIAMOND,682
5818,15656865,0,GOLD,680
5819,15667971,1,GOLD,962
5820,15800366,1,GOLD,986
5821,15717231,0,GOLD,559
5822,15643188,1,SILVER,499
5823,15671351,1,PLATINUM,565
5824,15573628,1,SILVER,518
5825,15698953,1,DIAMOND,244
5826,15753888,1,GOLD,271
5827,15737961,1,SILVER,831
5828,15801701,1,GOLD,441
5829,15684419,1,PLATINUM,277
5830,15794266,1,PLATINUM,450
5831,15810711,1,SILVER,369
5832,15771270,1,DIAMOND,476
5833,15607786,0,DIAMOND,772
5834,15624519,1,GOLD,891
5835,15799910,1,DIAMOND,442
5836,15602479,1,PLATINUM,922
5837,15617419,1,SILVER,812
5838,15657603,1,SILVER,576
5839,15570379,0,DIAMOND,612
5840,15772996,1,DIAMOND,373
5841,15729574,1,GOLD,954
5842,15737267,1,PLATINUM,850
5843,15799128,0,SILVER,516
5844,15813327,1,SILVER,627
5845,15711921,1,GOLD,748
5846,15654300,0,SILVER,273
5847,15569945,1,DIAMOND,321
5848,15569666,0,SILVER,296
5849,15681887,1,DIAMOND,464
5850,15608873,0,GOLD,434
5851,15762091,1,GOLD,357
5852,15722053,0,PLATINUM,334
5853,15782100,0,SILVER,370
5854,15765300,1,GOLD,791
5855,15743570,1,PLATINUM,848
5856,15608541,1,GOLD,660
5857,15750671,1,SILVER,264
5858,15813659,1,SILVER,709
5859,15757867,1,GOLD,539
5860,15652914,0,GOLD,932
5861,15723818,1,DIAMOND,549
5862,15713819,1,DIAMOND,876
5863,15656484,1,SILVER,819
5864,15778515,0,GOLD,667
5865,15803840,0,GOLD,282
5866,15735339,1,DIAMOND,900
5867,15600392,0,DIAMOND,415
5868,15625740,1,DIAMOND,875
5869,15663817,1,GOLD,961
5870,15734461,0,SILVER,249
5871,15780142,1,SILVER,839
5872,15709920,0,PLATINUM,765
5873,15684248,0,SILVER,653
5874,15643158,1,DIAMOND,324
5875,15693902,1,GOLD,270
5876,15578307,1,GOLD,973
5877,15585379,1,SILVER,368
5878,15758510,0,PLATINUM,316
5879,15692918,1,DIAMOND,582
5880,15705301,1,GOLD,459
5881,15718231,1,SILVER,561
5882,15567991,0,PLATINUM,542
5883,15772650,0,PLATINUM,443
5884,15574795,1,PLATINUM,850
5885,15706036,1,PLATINUM,925
5886,15723856,1,SILVER,241
5887,15812920,0,DIAMOND,762
5888,15691287,1,GOLD,290
5889,15804797,1,DIAMOND,493
5890,15708650,0,DIAMOND,759
5891,15712777,1,PLATINUM,813
5892,15786469,1,DIAMOND,980
5893,15669219,1,GOLD,885
5894,15641004,0,GOLD,653
5895,15648067,1,DIAMOND,378
5896,15704014,1,SILVER,865
5897,15645136,1,PLATINUM,607
5898,15709604,1,SILVER,815
5899,15713637,1,GOLD,825
5900,15793901,0,PLATINUM,541
5901,15569759,1,DIAMOND,484
5902,15712930,0,PLATINUM,727
5903,15586504,1,PLATINUM,400
5904,15677317,1,SILVER,762
5905,15664270,1,DIAMOND,322
5906,15731519,1,SILVER,248
5907,15745623,0,SILVER,645
5908,15813862,1,PLATINUM,789
5909,15641934,1,PLATINUM,968
5910,15713043,1,DIAMOND,467
5911,15700749,1,GOLD,953
5912,15697567,1,SILVER,409
5913,15715414,0,SILVER,843
5914,15639530,1,GOLD,501
5915,15726058,0,DIAMOND,662
5916,15725665,1,SILVER,694
5917,15698872,0,PLATINUM,846
5918,15812184,1,SILVER,778
5919,15742609,0,DIAMOND,589
5920,15815043,1,DIAMOND,503
5921,15640648,0,PLATINUM,698
5922,15627203,1,GOLD,661
5923,15786196,1,DIAMOND,902
5924,15612095,1,SILVER,702
5925,15674368,0,SILVER,474
5926,15783477,0,DIAMOND,727
5927,15757559,1,DIAMOND,327
5928,15591036,0,SILVER,839
5929,15761241,1,DIAMOND,594
5930,15695078,1,GOLD,221
5931,15645744,0,SILVER,342
5932,15566988,1,GOLD,806
5933,15749300,1,SILVER,522
5934,15594340,1,PLATINUM,399
5935,15607065,0,PLATINUM,843
5936,15778089,0,DIAMOND,322
5937,15773723,1,SILVER,728
5938,15697035,0,GOLD,814
5939,15679668,0,DIAMOND,348
5940,15709861,1,SILVER,491
5941,15791958,1,DIAMOND,618
5942,15791030,1,PLATINUM,955
5943,15695339,1,GOLD,547
5944,15658813,1,GOLD,971
5945,15715709,0,DIAMOND,492
5946,15722533,0,DIAMOND,910
5947,15683118,1,SILVER,452
5948,15672798,1,PLATINUM,409
5949,15680112,1,DIAMOND,852
5950,15714575,0,DIAMOND,696
5951,15806808,1,GOLD,597
5952,15590637,0,SILVER,453
5953,15657535,1,GOLD,523
5954,15696141,1,GOLD,326
5955,15811947,0,DIAMOND,357
5956,15649024,1,DIAMOND,756
5957,15594928,1,GOLD,879
5958,15765532,1,DIAMOND,693
5959,15741719,0,GOLD,656
5960,15665629,1,GOLD,282
5961,15728917,1,GOLD,675
5962,15762993,0,GOLD,630
5963,15571193,1,SILVER,799
5964,15653521,1,PLATINUM,931
5965,15802220,0,SILVER,620
5966,15644132,1,SILVER,399
5967,15600832,1,DIAMOND,981
5968,15797919,1,SILVER,890
5969,15603743,0,DIAMOND,486
5970,15579714,0,DIAMOND,761
5971,15634295,0,SILVER,752
5972,15786680,1,PLATINUM,311
5973,15623499,0,GOLD,416
5974,15691823,1,PLATINUM,391
5975,15809279,1,SILVER,744
5976,15758039,0,GOLD,371
5977,15807163,0,GOLD,958
5978,15631639,0,PLATINUM,701
5979,15713770,1,DIAMOND,972
5980,15698167,0,SILVER,339
5981,15781710,1,SILVER,689
5982,15801296,1,DIAMOND,760
5983,15704378,1,SILVER,299
5984,15767891,1,GOLD,321
5985,15640667,1,SILVER,527
5986,15702145,1,DIAMOND,660
5987,15679738,1,GOLD,277
5988,15636634,1,PLATINUM,784
5989,15809227,1,DIAMOND,288
5990,15601811,0,SILVER,682
5991,15625494,1,PLATINUM,428
5992,15723737,1,DIAMOND,875
5993,15682955,1,PLATINUM,867
5994,15758856,0,PLATINUM,972
5995,15746065,1,GOLD,722
5996,15783865,1,PLATINUM,650
5997,15745455,1,PLATINUM,442
5998,15583033,0,SILVER,670
5999,15644212,1,GOLD,266
6000,15735688,0,GOLD,503
6001,15658577,0,PLATINUM,878
6002,15606887,1,DIAMOND,807
6003,15783026,1,GOLD,916
6004,15579892,1,PLATINUM,881
6005,15802088,1,SILVER,882
6006,15589323,0,GOLD,493
6007,15636395,1,DIAMOND,383
6008,15712772,1,GOLD,378
6009,15700937,1,GOLD,900
6010,15766659,1,GOLD,780
6011,15814033,1,DIAMOND,795
6012,15783007,1,PLATINUM,796
6013,15654183,1,SILVER,656
6014,15609899,1,GOLD,926
6015,15747323,1,GOLD,415
6016,15582591,1,DIAMOND,306
6017,15738835,0,SILVER,493
6018,15782404,0,GOLD,740
6019,15697480,0,DIAMOND,871
6020,15697045,0,PLATINUM,761
6021,15781234,1,PLATINUM,364
6022,15579891,1,DIAMOND,429
6023,15805690,1,SILVER,296
6024,15612139,0,PLATINUM,595
6025,15568834,0,GOLD,717
6026,15709917,0,GOLD,642
6027,15718843,1,GOLD,747
6028,15799494,0,SILVER,414
6029,15673439,1,GOLD,951
6030,15669011,0,GOLD,275
6031,15581388,1,DIAMOND,675
6032,15743153,1,GOLD,318
6033,15579787,1,DIAMOND,977
6034,15759966,1,PLATINUM,288
6035,15601045,0,SILVER,959
6036,15764021,1,DIAMOND,419
6037,15687218,0,PLATINUM,720
6038,15626452,1,DIAMOND,521
6039,15700964,1,SILVER,734
6040,15768887,0,GOLD,545
6041,15735358,1,SILVER,221
6042,15749472,1,DIAMOND,805
6043,15685872,1,DIAMOND,518
6044,15760851,1,SILVER,363
6045,15734588,1,GOLD,784
6046,15784594,1,SILVER,623
6047,15606435,0,GOLD,952
6048,15790247,1,SILVER,238
6049,15676433,0,PLATINUM,552
6050,15625905,1,GOLD,576
6051,15626414,1,PLATINUM,407
6052,15623220,1,PLATINUM,799
6053,15752857,0,SILVER,821
6054,15677908,0,SILVER,785
6055,15773013,1,GOLD,350
6056,15623972,0,GOLD,787
6057,15738627,1,PLATINUM,928
6058,15643392,1,DIAMOND,790
6059,15684868,1,SILVER,239
6060,15627854,1,DIAMOND,682
6061,15669253,1,SILVER,902
6062,15758023,0,GOLD,491
6063,15574558,1,GOLD,685
6064,15635256,1,PLATINUM,867
6065,15680399,1,GOLD,407
6066,15674720,1,SILVER,958
6067,15580249,0,SILVER,553
6068,15675431,0,GOLD,256
6069,15698285,1,PLATINUM,299
6070,15810775,1,DIAMOND,221
6071,15678173,0,DIAMOND,391
6072,15665222,1,DIAMOND,275
6073,15803908,1,GOLD,429
6074,15586039,1,SILVER,368
6075,15802570,1,DIAMOND,372
6076,15781451,0,DIAMOND,985
6077,15721019,1,PLATINUM,261
6078,15738588,0,DIAMOND,700
6079,15730657,0,SILVER,514
6080,15739292,1,SILVER,718
6081,15725945,0,SILVER,674
6082,15813159,0,SILVER,589
6083,15636820,1,GOLD,414
6084,15603880,1,GOLD,748
6085,15619494,1,PLATINUM,759
6086,15596992,1,PLATINUM,647
6087,15735025,1,DIAMOND,316
6088,15730759,1,SILVER,567
6089,15752912,1,DIAMOND,220
6090,15711316,1,PLATINUM,918
6091,15738785,0,GOLD,781
6092,15777896,0,PLATINUM,271
6093,15628963,1,GOLD,799
6094,15742126,1,DIAMOND,358
6095,15575623,1,SILVER,728
6096,15741652,1,GOLD,224
6097,15738884,1,DIAMOND,720
6098,15615050,1,DIAMOND,232
6099,15803005,0,SILVER,307
6100,15743498,1,GOLD,401
6101,15720463,1,SILVER,935
6102,15588695,1,GOLD,775
6103,15665802,1,PLATINUM,285
6104,15571144,0,SILVER,315
6105,15750731,1,GOLD,760
6106,15605134,1,DIAMOND,933
6107,15626044,1,GOLD,414
6108,15737910,1,PLATINUM,811
6109,15761076,1,PLATINUM,895
6110,15710105,1,DIAMOND,877
6111,15577402,0,DIAMOND,568
6112,15803337,1,DIAMOND,883
6113,15654372,1,PLATINUM,747
6114,15585867,0,SILVER,867
6115,15662488,1,SILVER,396
6116,15604813,0,GOLD,910
6117,15611644,0,DIAMOND,871
6118,15674928,1,DIAMOND,272
6119,15656100,0,DIAMOND,614
6120,15764293,1,DIAMOND,861
6121,15636423,1,GOLD,776
6122,15607629,1,SILVER,609
6123,15577313,1,DIAMOND,716
6124,15714493,1,PLATINUM,927
6125,15643359,0,DIAMOND,925
6126,15687913,0,PLATINUM,354
6127,15790935,0,SILVER,292
6128,15708693,1,SILVER,428
6129,15672016,0,GOLD,521
6130,15727605,0,SILVER,593
6131,15651144,0,GOLD,506
6132,15749401,1,GOLD,295
6133,15691874,1,GOLD,565
6134,15620735,1,PLATINUM,910
6135,15769781,1,SILVER,248
6136,15624611,1,SILVER,525
6137,15773071,1,GOLD,610
6138,15720371,1,DIAMOND,673
6139,15717984,1,GOLD,498
6140,15806407,1,SILVER,590
6141,15785042,0,SILVER,712
6142,15809302,1,GOLD,827
6143,15677550,1,GOLD,644
6144,15654096,1,SILVER,974
6145,15617320,1,SILVER,695
6146,15653065,1,PLATINUM,516
6147,15649112,0,SILVER,298
6148,15690526,1,SILVER,516
6149,15806945,1,GOLD,883
6150,15670066,1,DIAMOND,596
6151,15625761,1,SILVER,658
6152,15761525,0,DIAMOND,550
6153,15735080,1,GOLD,993
6154,15619537,1,PLATINUM,878
6155,15598162,1,PLATINUM,721
6156,15694300,1,DIAMOND,275
6157,15637235,0,PLATINUM,536
6158,15612444,1,DIAMOND,901
6159,15626457,1,SILVER,395
6160,15627995,0,DIAMOND,518
6161,15706128,1,SILVER,948
6162,15666430,0,PLATINUM,835
6163,15627385,1,SILVER,440
6164,15581323,1,PLATINUM,645
6165,15608109,0,DIAMOND,916
6166,15801942,1,GOLD,998
6167,15567431,0,SILVER,630
6168,15810167,0,GOLD,554
6169,15644501,1,DIAMOND,895
6170,15785290,1,GOLD,760
6171,15611157,1,DIAMOND,643
6172,15673837,1,GOLD,422
6173,15656822,1,SILVER,934
6174,15580560,1,DIAMOND,415
6175,15760641,0,PLATINUM,672
6176,15587584,1,DIAMOND,843
6177,15604146,1,SILVER,843
6178,15813974,0,SILVER,782
6179,15746986,0,PLATINUM,251
6180,15759741,1,PLATINUM,940
6181,15734892,1,SILVER,464
6182,15797194,1,DIAMOND,723
6183,15723786,1,GOLD,775
6184,15642726,0,GOLD,765
6185,15664339,0,DIAMOND,795
6186,15754526,1,PLATINUM,504
6187,15703037,0,GOLD,595
6188,15751412,0,PLATINUM,268
6189,15609558,1,GOLD,787
6190,15572408,1,SILVER,235
6191,15613923,0,GOLD,968
6192,15747000,1,PLATINUM,434
6193,15731781,1,PLATINUM,972
6194,15727198,0,SILVER,730
6195,15794273,0,GOLD,948
6196,15804950,1,SILVER,697
6197,15576304,1,DIAMOND,415
6198,15645200,1,SILVER,783
6199,15779627,1,SILVER,603
6200,15750755,0,GOLD,651
6201,15569654,0,PLATINUM,580
6202,15753079,0,DIAMOND,327
6203,15684995,0,DIAMOND,789
6204,15790763,1,SILVER,427
6205,15766458,1,PLATINUM,694
6206,15616221,0,GOLD,750
6207,15776124,0,SILVER,590
6208,15665811,1,GOLD,796
6209,15729804,1,DIAMOND,688
6210,15714062,0,PLATINUM,832
6211,15592197,1,SILVER,654
6212,15793116,0,DIAMOND,674
6213,15638231,1,GOLD,540
6214,15697678,1,PLATINUM,770
6215,15800412,1,PLATINUM,784
6216,15597610,1,PLATINUM,699
6217,15726634,1,DIAMOND,782
6218,15670866,1,PLATINUM,863
6219,15667462,1,GOLD,479
6220,15662574,1,SILVER,564
6221,15716926,1,GOLD,634
6222,15603554,1,GOLD,590
6223,15716800,1,GOLD,413
6224,15679429,1,SILVER,858
6225,15616122,1,PLATINUM,370
6226,15742172,1,DIAMOND,375
6227,15792305,0,DIAMOND,655
6228,15636016,1,GOLD,512
6229,15733138,1,DIAMOND,995
6230,15669741,1,SILVER,537
6231,15616954,0,PLATINUM,302
6232,15729238,1,SILVER,336
6233,15718242,0,GOLD,312
6234,15682914,1,GOLD,555
6235,15654274,1,GOLD,417
6236,15691457,1,GOLD,353
6237,15719649,0,DIAMOND,869
6238,15778897,1,GOLD,742
6239,15589437,1,GOLD,349
6240,15682369,1,DIAMOND,793
6241,15626507,1,GOLD,783
6242,15571995,1,SILVER,253
6243,15673333,1,GOLD,629
6244,15748752,1,DIAMOND,301
6245,15725302,1,PLATINUM,920
6246,15722083,0,GOLD,302
6247,15771442,0,PLATINUM,683
6248,15803633,0,PLATINUM,908
6249,15672185,1,DIAMOND,398
6250,15806486,0,SILVER,587
6251,15570895,1,DIAMOND,602
6252,15614520,1,GOLD,643
6253,15687492,0,GOLD,709
6254,15675337,1,GOLD,549
6255,15721047,1,PLATINUM,995
6256,15589017,1,DIAMOND,579
6257,15611186,1,SILVER,370
6258,15617301,1,SILVER,560
6259,15726046,1,PLATINUM,584
6260,15585748,1,DIAMOND,972
6261,15672826,1,SILVER,281
6262,15595162,0,SILVER,406
6263,15650026,0,GOLD,230
6264,15745826,1,GOLD,288
6265,15708610,0,DIAMOND,652
6266,15624471,1,DIAMOND,740
6267,15590097,1,SILVER,808
6268,15689328,0,DIAMOND,866
6269,15582154,1,DIAMOND,723
6270,15734626,1,GOLD,219
6271,15702806,0,SILVER,916
6272,15620756,1,SILVER,765
6273,15611331,1,DIAMOND,773
6274,15576935,0,GOLD,973
6275,15661275,1,DIAMOND,846
6276,15814940,1,GOLD,341
6277,15768471,1,DIAMOND,415
6278,15697391,1,DIAMOND,407
6279,15793346,1,PLATINUM,219
6280,15608338,1,DIAMOND,918
6281,15578546,1,SILVER,921
6282,15656921,0,SILVER,681
6283,15761340,1,PLATINUM,782
6284,15591135,1,DIAMOND,953
6285,15623219,1,GOLD,873
6286,15655229,0,GOLD,791
6287,15805884,1,GOLD,624
6288,15668289,0,PLATINUM,308
6289,15568562,1,SILVER,729
6290,15773276,1,SILVER,944
6291,15622801,1,SILVER,586
6292,15779886,0,SILVER,769
6293,15713673,0,SILVER,674
6294,15783083,1,PLATINUM,925
6295,15742824,1,GOLD,587
6296,15621550,0,GOLD,315
6297,15799480,0,GOLD,964
6298,15625247,0,GOLD,306
6299,15755241,0,SILVER,604
6300,15575679,1,SILVER,667
6301,15668235,1,PLATINUM,539
6302,15683183,1,DIAMOND,883
6303,15684592,0,GOLD,569
6304,15591169,1,SILVER,423
6305,15653455,0,SILVER,565
6306,15732563,1,PLATINUM,445
6307,15656471,1,SILVER,289
6308,15598510,1,PLATINUM,267
6309,15766427,1,PLATINUM,324
6310,15785342,0,PLATINUM,917
6311,15641595,1,PLATINUM,689
6312,15798429,1,PLATINUM,854
6313,15648136,1,DIAMOND,790
6314,15812482,1,DIAMOND,548
6315,15790810,1,PLATINUM,256
6316,15687421,1,SILVER,770
6317,15765643,0,PLATINUM,309
6318,15654878,1,GOLD,483
6319,15686835,0,DIAMOND,285
6320,15768340,1,PLATINUM,893
6321,15673599,0,SILVER,734
6322,15689096,1,PLATINUM,874
6323,15684294,0,GOLD,863
6324,15615828,0,GOLD,702
6325,15746012,1,PLATINUM,433
6326,15615797,1,SILVER,431
6327,15788494,1,GOLD,239
6328,15793856,1,PLATINUM,252
6329,15629545,0,SILVER,233
6330,15661198,1,GOLD,647
6331,15715117,0,DIAMOND,593
6332,15701074,1,GOLD,556
6333,15793046,1,DIAMOND,389
6334,15623744,1,DIAMOND,378
6335,15611329,1,DIAMOND,253
6336,15740428,0,GOLD,313
6337,15781534,0,DIAMOND,881
6338,15618243,1,DIAMOND,348
6339,15784161,0,GOLD,802
6340,15700325,1,GOLD,238
6341,15659064,1,GOLD,348
6342,15658364,1,GOLD,779
6343,15704340,1,DIAMOND,559
6344,15793455,0,SILVER,396
6345,15579777,1,SILVER,775
6346,15632345,1,GOLD,992
6347,15814468,0,DIAMOND,713
6348,15754820,1,GOLD,792
6349,15707505,1,PLATINUM,240
6350,15699507,0,PLATINUM,266
6351,15799600,0,PLATINUM,910
6352,15794472,0,GOLD,300
6353,15646632,1,GOLD,347
6354,15676353,1,PLATINUM,629
6355,15566312,1,GOLD,351
6356,15570414,0,PLATINUM,644
6357,15776743,1,DIAMOND,555
6358,15674637,0,PLATINUM,786
6359,15730418,1,GOLD,843
6360,15739972,1,PLATINUM,760
6361,15661591,1,PLATINUM,827
6362,15675585,1,DIAMOND,974
6363,15814750,1,SILVER,835
6364,15593454,1,PLATINUM,831
6365,15663421,1,SILVER,882
6366,15576196,0,SILVER,947
6367,15677324,1,PLATINUM,327
6368,15568742,1,GOLD,685
6369,15693764,1,SILVER,548
6370,15714260,0,GOLD,240
6371,15798200,1,SILVER,855
6372,15656627,1,DIAMOND,743
6373,15791111,1,PLATINUM,773
6374,15638269,0,PLATINUM,352
